абайя абайя noun:inanim:f:v_naz:ua_1992
фінік фінік noun:inanim:m:v_naz
фініш фініш noun:inanim:m:v_naz
фінка фінка noun:anim:f:v_naz
фінка фінка noun:inanim:f:v_naz
фіорд фіорд noun:inanim:m:v_naz
фірма фірма noun:inanim:f:v_naz
фітин фітин noun:inanim:m:v_naz
фітол фітол noun:inanim:m:v_naz
фішка фішка noun:inanim:f:v_naz
фйорд фйорд noun:inanim:m:v_naz
фланг фланг noun:inanim:m:v_naz
флейц флейц noun:inanim:m:v_naz
флінт флінт noun:inanim:m:v_naz
флірт флірт noun:inanim:m:v_naz
флокс флокс noun:inanim:m:v_naz
флопі флопі noun:inanim:m:v_naz:nv
флора флора noun:inanim:f:v_naz
флуор флуор noun:inanim:m:v_naz
флюїд флюїд noun:inanim:m:v_naz
флюор флюор noun:inanim:m:v_naz
фляга фляга noun:inanim:f:v_naz
фляки фляки noun:inanim:p:v_naz:ns
фобія фобія noun:inanim:f:v_naz
фокус фокус noun:inanim:m:v_naz
фолат фолат noun:inanim:m:v_naz
фоліо фоліо noun:inanim:n:v_naz:nv
фолія фолія noun:inanim:f:v_naz
фольк фольк noun:inanim:m:v_naz
фомоз фомоз noun:inanim:m:v_naz
фондю фондю noun:inanim:n:v_naz:nv
фонон фонон noun:inanim:m:v_naz
форма форма noun:inanim:f:v_naz
форте форте adv
форте форте noun:inanim:n:v_naz:nv
форум форум noun:inanim:m:v_naz
фотон фотон noun:inanim:m:v_naz
фраза фраза noun:inanim:f:v_naz
франк франк noun:anim:m:v_naz
франк франк noun:inanim:m:v_naz
франт франт noun:anim:m:v_naz
фрапе фрапе noninfl
фрахт фрахт noun:inanim:m:v_naz
фреза фреза noun:inanim:f:v_naz
фрейм фрейм noun:inanim:m:v_naz
френч френч noun:inanim:m:v_naz
фреон фреон noun:inanim:m:v_naz
фрити фрити noun:inanim:p:v_naz:ns
фронт фронт noun:inanim:m:v_naz
фрукт фрукт noun:inanim:m:v_naz
фугас фугас noun:inanim:m:v_naz
фуете фуете noun:inanim:n:v_naz:nv
фужер фужер noun:inanim:m:v_naz
фузія фузія noun:inanim:f:v_naz
фукус фукус noun:inanim:m:v_naz
фуляр фуляр noun:inanim:m:v_naz
фураж фураж noun:inanim:m:v_naz
фуран фуран noun:inanim:m:v_naz
фурія фурія noun:anim:f:v_naz
фурка фурка noun:inanim:f:v_naz
фурма фурма noun:inanim:f:v_naz
фурор фурор noun:inanim:m:v_naz
фюзен фюзен noun:inanim:m:v_naz
фюрер фюрер noun:anim:m:v_naz
хабар хабар noun:inanim:m:v_naz
хавав хавав onomat:&predic
хавка хавка noun:inanim:f:v_naz
хаджі хаджі noun:anim:m:v_naz:nv
хадис хадис noun:inanim:m:v_naz
хадіс хадіс noun:inanim:m:v_naz
хазар хазар noun:anim:m:v_naz
хазяї хазяїн noun:anim:p:v_naz:ns
хайда хайда noun:inanim:f:v_naz:nv
хайку хайку noun:inanim:n:v_naz:nv
хакан хакан noun:anim:m:v_naz
хакас хакас noun:anim:m:v_naz
хакер хакер noun:anim:m:v_naz
халат халат noun:inanim:m:v_naz
халва халва noun:inanim:f:v_naz
халіф халіф noun:anim:m:v_naz
хамам хамам noun:inanim:m:v_naz
хамів хамів adj:m:v_naz
хамка хамка noun:anim:f:v_naz
хамло хамло noun:anim:m:v_naz
хамло хамло noun:anim:n:v_naz
хамло хамло noun:inanim:n:v_naz
хамон хамон noun:inanim:m:v_naz
хамса хамса noun:anim:f:v_naz
ханат ханат noun:inanim:m:v_naz
ханів ханів adj:m:v_naz
ханти ханти noun:anim:p:v_naz:ns
ханум ханум noun:inanim:m:v_naz
ханша ханша noun:anim:f:v_naz
хапко хапко adv
харам харам noun:inanim:m:v_naz
харза харза noun:anim:f:v_naz
харчо харчо noun:inanim:n:v_naz:nv
хасид хасид noun:anim:m:v_naz
хаскі хаскі noun:anim:m:v_naz:nv
хаскі хаскі noun:anim:f:v_naz:nv
хатка хатка noun:inanim:f:v_naz
хатнє хатнє noun:inanim:n:v_naz
хауса хауса noun:anim:m:v_naz:nv
хауса хауса noun:anim:f:v_naz:nv
хауса хауса noun:inanim:n:v_naz:nv
хафіз хафіз noun:anim:m:v_naz
хвала хвала noun:inanim:f:v_naz:&predic
хвиля хвиля noun:inanim:f:v_naz
хвись хвись onomat:&predic
хвіст хвіст noun:inanim:m:v_naz
хвіть хвіть onomat:&predic
хвора хворий noun:anim:f:v_naz
хвось хвось onomat:&predic
хедер хедер noun:inanim:m:v_naz:xp1
хедер хедер noun:inanim:m:v_naz:xp2
хелат хелат noun:inanim:m:v_naz
хелло хелло noninfl:foreign
хемоз хемоз noun:inanim:m:v_naz
херес херес noun:inanim:m:v_naz
хибко хибко adv
хибно хибно adv:compb
хижак хижак noun:anim:m:v_naz
хижий хижий adj:m:v_naz:compb
хижіш хижіше adv:compc:short
хижка хижка noun:inanim:f:v_naz
хирий хирий adj:m:v_naz:compb
хирно хирно adv
хитко хитко adv:compb
хитро хитро adv:compb
хитун хитун noun:inanim:m:v_naz
хіазм хіазм noun:inanim:m:v_naz
хідлі хідлі noun:inanim:p:v_naz:ns
хілер хілер noun:anim:m:v_naz
хілус хілус noun:inanim:m:v_naz
хімік хімік noun:anim:m:v_naz
хімія хімія noun:inanim:f:v_naz
хімус хімус noun:inanim:m:v_naz
хінді хінді noun:inanim:f:v_naz:nv
хінін хінін noun:inanim:m:v_naz
хінон хінон noun:inanim:m:v_naz
хітин хітин noun:inanim:m:v_naz
хітон хітон noun:inanim:m:v_naz
хлист хлист noun:anim:m:v_naz
хлист хлист noun:inanim:m:v_naz
хлюст хлюст noun:anim:m:v_naz
хлюща хлюща noun:inanim:f:v_naz
хляки хляки noun:inanim:p:v_naz:ns
хляти хляти verb:imperf:inf
хмара хмара noun:inanim:f:v_naz
хміль хміль noun:inanim:m:v_naz
хмонг хмонг noun:inanim:f:v_naz:nv
хмуро хмуро adv:&predic
хоана хоана noun:inanim:f:v_naz
хобіт хобіт noun:anim:m:v_naz
хобот хобот noun:inanim:m:v_naz
ходак ходак noun:anim:m:v_naz
ходжа ходжа noun:anim:m:v_naz
ходка ходка noun:inanim:f:v_naz
ходок ходок noun:anim:m:v_naz
ходок ходок noun:inanim:m:v_naz
ходун ходун noun:inanim:m:v_naz
хозар хозар noun:anim:m:v_naz
хокей хокей noun:inanim:m:v_naz
холін холін noun:inanim:m:v_naz
холка холка noun:inanim:f:v_naz
холод холод noun:inanim:m:v_naz
холоп холоп noun:anim:m:v_naz
холуй холуй noun:anim:m:v_naz
хомут хомут noun:inanim:m:v_naz
хопер хопер noun:inanim:m:v_naz
хорал хорал noun:inanim:m:v_naz
хорда хорда noun:inanim:f:v_naz
хорей хорей noun:inanim:m:v_naz
хорея хорея noun:inanim:f:v_naz
хором хором adv
хосен хосен noun:inanim:m:v_naz
хохол хохол noun:anim:m:v_naz
хохол хохол noun:inanim:m:v_naz
хрест хрест noun:inanim:m:v_naz
хріна хріна noninfl
хруск хруск noun:inanim:m:v_naz
хруст хруст noun:inanim:m:v_naz
хряск хряск noun:inanim:m:v_naz
хрясь хрясь onomat
хтиво хтиво adv
хтось хтось noun:anim:m:v_naz:&pron:ind
худий худий adj:m:v_naz:compb
худяк худяк noun:anim:m:v_naz
хумус хумус noun:inanim:m:v_naz
хунта хунта noun:inanim:f:v_naz
хурал хурал noun:inanim:m:v_naz
хурма хурма noun:inanim:f:v_naz
хусит хусит noun:anim:m:v_naz
хутір хутір noun:inanim:m:v_naz
хутко хутко adv:compb
хутро хутро noun:inanim:n:v_naz
хутче хутче adv:compc
хуцпа хуцпа noun:inanim:f:v_naz
цадик цадик noun:anim:m:v_naz
цанга цанга noun:inanim:f:v_naz
цапик цапик noun:anim:m:v_naz
цапів цапів adj:m:v_naz
цапок цапок noun:anim:m:v_naz
цапфа цапфа noun:inanim:f:v_naz
царат царат noun:inanim:m:v_naz
царик царик noun:anim:m:v_naz
царів царів adj:m:v_naz
царок царок noun:anim:m:v_naz
царок царок noun:inanim:m:v_naz
цвіль цвіль noun:inanim:f:v_naz
цвіть цвіть noun:inanim:f:v_naz
цебер цебер noun:inanim:m:v_naz
цебро цебро noun:inanim:n:v_naz
цебто цебто conj:subord
цебто цебто part
цегла цегла noun:inanim:f:v_naz
цедра цедра noun:inanim:f:v_naz
цезар цезар noun:anim:m:v_naz
цезій цезій noun:inanim:m:v_naz
целон целон noun:inanim:m:v_naz
ценоз ценоз noun:inanim:m:v_naz
центр центр noun:inanim:m:v_naz:xp1
центр центр noun:inanim:m:v_naz:xp2
церит церит noun:inanim:m:v_naz
церій церій noun:inanim:m:v_naz
цесар цесар noun:anim:m:v_naz
цесія цесія noun:inanim:f:v_naz
цехін цехін noun:inanim:m:v_naz
цибук цибук noun:inanim:m:v_naz
цибух цибух noun:inanim:m:v_naz
циган циган noun:anim:m:v_naz
цигун цигун noun:inanim:m:v_naz
цикля цикля noun:inanim:f:v_naz
цимес цимес noun:inanim:m:v_naz
цинга цинга noun:inanim:f:v_naz
цинік цинік noun:anim:m:v_naz
цинія цинія noun:inanim:f:v_naz
цироз цироз noun:inanim:m:v_naz
циста циста noun:inanim:f:v_naz
цитоз цитоз noun:inanim:m:v_naz
цитра цитра noun:inanim:f:v_naz
цифра цифра noun:inanim:f:v_naz
цівка цівка noun:inanim:f:v_naz
цілий цілий adj:m:v_naz:compb
цілик цілик noun:inanim:m:v_naz
цілко цілко adv
цінно цінно adv:compb:&predic
ціпак ціпак noun:anim:m:v_naz
ціпка ціпка noun:anim:f:v_naz
ціпок ціпок noun:inanim:m:v_naz
цісар цісар noun:anim:m:v_naz
цнота цнота noun:inanim:f:v_naz
цокіт цокіт noun:inanim:m:v_naz
цугом цугом adv
цукат цукат noun:inanim:m:v_naz
цукор цукор noun:inanim:m:v_naz
цупко цупко adv:compb
цурка цурка noun:inanim:f:v_naz
цуцик цуцик noun:anim:m:v_naz
цьора цьора noun:anim:f:v_naz
цятка цятка noun:inanim:f:v_naz
чабан чабан noun:anim:m:v_naz
чабер чабер noun:inanim:m:v_naz
чаван чаван noun:inanim:m:v_naz
чавун чавун noun:inanim:m:v_naz:xp1
чавун чавун noun:inanim:m:v_naz:xp2
чавуш чавуш noun:anim:m:v_naz
чагар чагар noun:inanim:m:v_naz
чадно чадно adv:&predic
чадра чадра noun:inanim:f:v_naz
чаєня чаєня noun:anim:n:v_naz
чаїти чаїти verb:imperf:inf
чайка чайка noun:anim:f:v_naz
чайка чайка noun:inanim:f:v_naz
чайна чайна noun:inanim:f:v_naz
чайок чайок noun:inanim:m:v_naz
чакан чакан noun:inanim:m:v_naz
чакра чакра noun:inanim:f:v_naz
чалий чалий adj:m:v_naz
чалий чалий noun:anim:m:v_naz
чалма чалма noun:inanim:f:v_naz
чамка чамка noun:anim:f:v_naz
чанго чанго noun:inanim:m:v_naz:nv
чапан чапан noun:inanim:m:v_naz
чапля чапля noun:anim:f:v_naz
чарка чарка noun:inanim:f:v_naz
часен часен noun:inanim:m:v_naz
часом часом adv
часто часто adv:compb
чашка чашка noun:inanim:f:v_naz
чвара чвара noun:inanim:f:v_naz
чедер чедер noun:inanim:m:v_naz
чеєнн чеєнн noun:inanim:f:v_naz:nv:ua_2019
чекан чекан noun:anim:m:v_naz
чекан чекан noun:inanim:m:v_naz
чемно чемно adv:compb
черва черва noun:inanim:f:v_naz
черви черви noun:anim:p:v_naz:ns
черга черга noun:inanim:f:v_naz
черед черед noun:inanim:m:v_naz
через через prep
черен черен noun:inanim:m:v_naz
череп череп noun:inanim:m:v_naz
черес черес noun:inanim:m:v_naz
чернь чернь noun:anim:f:v_naz
чернь чернь noun:inanim:f:v_naz
чесно чесно adv:compb
честь честь noun:inanim:f:v_naz
чешка чешка noun:anim:f:v_naz
чешка чешка noun:anim:f:v_naz
чешка чешка noun:inanim:f:v_naz
чжуан чжуан noun:anim:p:v_naz:nv:ns
чигир чигир noun:inanim:m:v_naz
чижик чижик noun:anim:m:v_naz
чийсь чийсь adj:m:v_naz:&pron:ind
чилим чилим noun:inanim:m:v_naz
чинар чинар noun:inanim:m:v_naz
чинно чинно adv
чинук чинук noun:anim:m:v_naz
чипси чипси noun:inanim:p:v_naz:ns
чирва чирва noun:inanim:f:v_naz
чирка чирка noun:anim:f:v_naz
чирка чирка noun:inanim:f:v_naz
чирок чирок noun:anim:m:v_naz
чирок чирок noun:inanim:m:v_naz
чиряк чиряк noun:inanim:m:v_naz
число число noun:inanim:n:v_naz
чисто чисто adv:compb:&predic
читач читач noun:anim:m:v_naz
читво читво noun:inanim:n:v_naz
чифір чифір noun:inanim:m:v_naz
чихир чихир noun:inanim:m:v_naz
чібча чібча noun:inanim:f:v_naz:nv
чіпка чіпка noun:inanim:f:v_naz
чіпко чіпко adv:compb
чіпок чіпок noun:inanim:m:v_naz
чітко чітко adv:compb
чічка чічка noun:inanim:f:v_naz
чобіт чобіт noun:inanim:m:v_naz
човен човен noun:inanim:m:v_naz
чокто чокто noun:inanim:f:v_naz:nv
чопик чопик noun:inanim:m:v_naz
чопок чопок noun:inanim:m:v_naz
чорен чорний adj:m:v_naz:short
чорна чорний noun:anim:f:v_naz
чорні чорні noun:inanim:p:v_naz:ns
чорно чорно adv:compb:&predic
чортя чортя noun:anim:n:v_naz
чотар чотар noun:anim:m:v_naz
чотки чотки noun:inanim:p:v_naz:ns
чохол чохол noun:inanim:m:v_naz
чубар чубар noun:anim:m:v_naz
чубик чубик noun:inanim:m:v_naz
чубок чубок noun:inanim:m:v_naz
